,Unnamed: 0,가게이름,카테고리,위치,평점,리뷰수,위도,경도
484,533,처비핑거스,햄버거,경기 광명시 일직로99번길 26 1층 101호,4.9,61,37.4213377,126.891192
485,534,이학순베이커리 광명역점,제과 | 베이커리,경기 광명시 양지로 16 광명역써밋플레이스 1층,3.1,57,37.4171707,126.8803102
486,535,홍익돈까스 광명점,돈까스 | 우동,경기 광명시 밤일안로 19,1.5,65,37.4538424,126.8607481
487,538,서해박속낙지전문점 광명본점,해물 | 생선,경기 광명시 오리로 1034-1 1층,4.0,68,37.4812423,126.8486496
488,540,서원안동국시,국수,경기 광명시 가학로85번길 44,3.8,32,37.4182858,126.862364
489,541,이학순베이커리 소하상업지구점,제과 | 베이커리,경기 광명시 소하로 77,3.2,36,37.4478621,126.8840333
490,542,스타벅스 광명하안점,커피전문점,경기 광명시 범안로 1060,3.3,18,37.4625705,126.8805762
491,543,라퓨엔테 본점,카페,경기 광명시 밤일로 56 1 2층,2.4,20,37.4527766,126.8582126
492,544,광명조개구이무한리필클램씨,조개,경기 광명시 소하로76번길 7 우심프라자 2층 201호,3.0,10,37.447942,126.8827929
493,545,오서방네조개찜,조개,경기 광명시 범안로 1035,4.7,18,37.4619154,126.8779138
494,547,대성생오리,오리,경기 광명시 오리로 537-7 1층,4.2,9,37.4506062,126.8805511
